"activityName" "subjectId" "tBodyAcc_mean_X" "tBodyAcc_mean_Y" "tBodyAcc_mean_Z" "tGravityAcc_mean_X" "tGravityAcc_mean_Y" "tGravityAcc_mean_Z" "tBodyAccJerk_mean_X" "tBodyAccJerk_mean_Y" "tBodyAccJerk_mean_Z" "tBodyGyro_mean_X" "tBodyGyro_mean_Y" "tBodyGyro_mean_Z" "tBodyGyroJerk_mean_X" "tBodyGyroJerk_mean_Y" "tBodyGyroJerk_mean_Z" "tBodyAccMag_mean" "tGravityAccMag_mean" "tBodyAccJerkMag_mean" "tBodyGyroMag_mean" "tBodyGyroJerkMag_mean" "fBodyAcc_mean_X" "fBodyAcc_mean_Y" "fBodyAcc_mean_Z" "fBodyAccJerk_mean_X" "fBodyAccJerk_mean_Y" "fBodyAccJerk_mean_Z" "fBodyGyro_mean_X" "fBodyGyro_mean_Y" "fBodyGyro_mean_Z" "fBodyAccMag_mean" "fBodyBodyAccJerkMag_mean" "fBodyBodyGyroMag_mean" "fBodyBodyGyroJerkMag_mean" "tBodyAcc_std_X" "tBodyAcc_std_Y" "tBodyAcc_std_Z" "tGravityAcc_std_X" "tGravityAcc_std_Y" "tGravityAcc_std_Z" "tBodyAccJerk_std_X" "tBodyAccJerk_std_Y" "tBodyAccJerk_std_Z" "tBodyGyro_std_X" "tBodyGyro_std_Y" "tBodyGyro_std_Z" "tBodyGyroJerk_std_X" "tBodyGyroJerk_std_Y" "tBodyGyroJerk_std_Z" "tBodyAccMag_std" "tGravityAccMag_std" "tBodyAccJerkMag_std" "tBodyGyroMag_std" "tBodyGyroJerkMag_std" "fBodyAcc_std_X" "fBodyAcc_std_Y" "fBodyAcc_std_Z" "fBodyAccJerk_std_X" "fBodyAccJerk_std_Y" "fBodyAccJerk_std_Z" "fBodyGyro_std_X" "fBodyGyro_std_Y" "fBodyGyro_std_Z" "fBodyAccMag_std" "fBodyBodyAccJerkMag_std" "fBodyBodyGyroMag_std" "fBodyBodyGyroJerkMag_std"
LAYING "21" 2.713255e-01 -1.842330e-02 -1.032538e-01 -1.743492e-01  5.999927e-01  7.882510e-01 8.201502e-02  1.199437e-02 -1.390534e-02 -3.051262e-02 -1.138005e-01  9.809065e-02 -9.641184e-02 -3.462751e-02 -6.013987e-02 -9.525966e-01 -9.525966e-01 -9.828003e-01 -9.492789e-01 -9.859159e-01 -9.682344e-01 -9.600692e-01 -9.617722e-01 -9.841888e-01 -9.720394e-01 -9.816308e-01 -9.734105e-01 -9.649680e-01 -9.808112e-01 -9.537691e-01 -9.784441e-01 -9.623490e-01 -9.829933e-01 -9.550199e-01 -9.569594e-01 -9.456538e-01 -9.459053e-01 -9.837329e-01 -9.524163e-01 -9.848265e-01 -9.715848e-01 -9.839776e-01 -9.754119e-01 -9.521471e-01 -9.813454e-01 -9.846437e-01 -9.819985e-01 -9.887495e-01 -9.421864e-01 -9.421864e-01 -9.785526e-01 -9.492891e-01 -9.822465e-01 -9.509295e-01 -9.572590e-01 -9.409190e-01 -9.870614e-01 -9.731644e-01 -9.849253e-01 -9.762269e-01 -9.465999e-01 -9.832707e-01 -9.444491e-01 -9.776049e-01 -9.497366e-01 -9.823051e-01
LAYING "22" 2.799597e-01 -1.426299e-02 -1.108009e-01 -4.184946e-01  6.324841e-01  7.719039e-01 7.522022e-02  4.598348e-03 -4.674387e-03 -2.083114e-02 -9.257231e-02  1.450039e-01 -1.002039e-01 -3.760873e-02 -7.027236e-02 -9.349938e-01 -9.349938e-01 -9.711698e-01 -9.266164e-01 -9.817169e-01 -9.537585e-01 -9.255247e-01 -9.542192e-01 -9.695703e-01 -9.548333e-01 -9.709189e-01 -9.533669e-01 -9.646983e-01 -9.425702e-01 -9.298190e-01 -9.626548e-01 -9.460558e-01 -9.766390e-01 -9.477353e-01 -9.132763e-01 -9.429458e-01 -9.287812e-01 -9.588269e-01 -9.524354e-01 -9.703552e-01 -9.551515e-01 -9.745270e-01 -9.566419e-01 -9.618850e-01 -9.332519e-01 -9.720926e-01 -9.804842e-01 -9.786363e-01 -9.094078e-01 -9.094078e-01 -9.598498e-01 -9.239116e-01 -9.742017e-01 -9.456568e-01 -9.125629e-01 -9.411640e-01 -9.741261e-01 -9.589610e-01 -9.768332e-01 -9.580310e-01 -9.607113e-01 -9.369656e-01 -9.132673e-01 -9.556356e-01 -9.235524e-01 -9.727890e-01
LAYING "23" 2.740380e-01 -2.165538e-02 -1.042568e-01 -3.915650e-01  4.384341e-01  9.187828e-01 8.317876e-02  1.535144e-02 -6.282351e-03 -1.133997e-02 -1.050529e-01  1.110786e-01 -1.020249e-01 -3.724498e-02 -6.219916e-02 -9.629592e-01 -9.629592e-01 -9.870102e-01 -9.494180e-01 -9.845575e-01 -9.700372e-01 -9.820723e-01 -9.775152e-01 -9.862047e-01 -9.882303e-01 -9.824155e-01 -9.796761e-01 -9.684691e-01 -9.842388e-01 -9.677471e-01 -9.859057e-01 -9.662393e-01 -9.818469e-01 -9.567564e-01 -9.763098e-01 -9.732235e-01 -9.479488e-01 -9.827946e-01 -9.767805e-01 -9.863604e-01 -9.886116e-01 -9.846635e-01 -9.818494e-01 -9.591952e-01 -9.839201e-01 -9.850279e-01 -9.794278e-01 -9.949090e-01 -9.578720e-01 -9.578720e-01 -9.866857e-01 -9.572276e-01 -9.813148e-01 -9.524110e-01 -9.743041e-01 -9.722613e-01 -9.878409e-01 -9.899956e-01 -9.855020e-01 -9.826652e-01 -9.549973e-01 -9.853178e-01 -9.584657e-01 -9.865402e-01 -9.590255e-01 -9.815851e-01
LAYING "24" 2.728505e-01 -1.735552e-02 -1.072362e-01 -3.592925e-01  7.384307e-01  6.838399e-01 8.072123e-02  1.198195e-02 -5.892258e-03 -1.436799e-02 -9.555381e-02  1.117307e-01 -1.028138e-01 -3.823237e-02 -6.241170e-02 -9.718540e-01 -9.718540e-01 -9.855293e-01 -9.537915e-01 -9.827809e-01 -9.758937e-01 -9.808304e-01 -9.766348e-01 -9.859985e-01 -9.821406e-01 -9.815497e-01 -9.765706e-01 -9.661120e-01 -9.810930e-01 -9.731711e-01 -9.831081e-01 -9.640014e-01 -9.785967e-01 -9.679840e-01 -9.831265e-01 -9.735670e-01 -9.604122e-01 -9.934544e-01 -9.792397e-01 -9.863654e-01 -9.824305e-01 -9.830874e-01 -9.826517e-01 -9.602996e-01 -9.817014e-01 -9.798657e-01 -9.780913e-01 -9.923816e-01 -9.693548e-01 -9.693548e-01 -9.836059e-01 -9.578299e-01 -9.786591e-01 -9.651671e-01 -9.845718e-01 -9.730578e-01 -9.881405e-01 -9.841245e-01 -9.831856e-01 -9.847133e-01 -9.577929e-01 -9.836027e-01 -9.710630e-01 -9.832851e-01 -9.613691e-01 -9.800970e-01
LAYING "25" 2.507918e-01 -1.889437e-02 -1.004288e-01 -4.611025e-01  6.206589e-01  5.263538e-01 8.790717e-02  2.846193e-02 -3.071794e-02  3.727235e-03 -7.164017e-02  1.397187e-01 -1.016470e-01 -4.267189e-02 -5.969221e-02 -5.604778e-01 -5.604778e-01 -9.621614e-01 -8.096885e-01 -9.697833e-01 -9.291474e-01 -7.849458e-01 -8.161980e-01 -9.728591e-01 -9.468020e-01 -9.626327e-01 -8.905175e-01 -9.462596e-01 -9.245369e-01 -7.744819e-01 -9.600831e-01 -9.101270e-01 -9.682516e-01 -9.091165e-01 -6.917707e-01 -7.172620e-01 -8.295549e-01 -6.435784e-01 -6.101612e-01 -9.733234e-01 -9.456872e-01 -9.678355e-01 -8.897696e-01 -9.366308e-01 -9.109280e-01 -9.573811e-01 -9.715643e-01 -9.742423e-01 -6.492548e-01 -6.492548e-01 -9.619316e-01 -8.560174e-01 -9.683095e-01 -9.025477e-01 -6.723843e-01 -6.941004e-01 -9.764240e-01 -9.484143e-01 -9.718854e-01 -8.913081e-01 -9.322933e-01 -9.154675e-01 -6.513532e-01 -9.636012e-01 -8.506613e-01 -9.704579e-01
LAYING "26" 2.716459e-01 -1.918957e-02 -1.050025e-01 -6.213097e-01  8.030150e-01  6.145234e-01 8.665025e-02  1.244200e-02 -6.147551e-03 -1.706562e-02 -9.032292e-02  1.524363e-01 -1.003686e-01 -3.966827e-02 -7.115334e-02 -9.767850e-01 -9.767850e-01 -9.899706e-01 -9.518636e-01 -9.921980e-01 -9.732623e-01 -9.836640e-01 -9.849231e-01 -9.892240e-01 -9.871151e-01 -9.873083e-01 -9.883863e-01 -9.831280e-01 -9.701712e-01 -9.692691e-01 -9.891382e-01 -9.743052e-01 -9.904309e-01 -9.694454e-01 -9.832314e-01 -9.845000e-01 -9.444725e-01 -9.878880e-01 -9.840817e-01 -9.893158e-01 -9.871829e-01 -9.890646e-01 -9.903282e-01 -9.793257e-01 -9.693022e-01 -9.926652e-01 -9.890633e-01 -9.937598e-01 -9.643552e-01 -9.643552e-01 -9.891019e-01 -9.656768e-01 -9.899174e-01 -9.679719e-01 -9.833171e-01 -9.848545e-01 -9.904101e-01 -9.882386e-01 -9.893705e-01 -9.909701e-01 -9.774918e-01 -9.717890e-01 -9.665766e-01 -9.879015e-01 -9.661392e-01 -9.896280e-01
LAYING "27" 2.741025e-01 -1.798676e-02 -1.076997e-01 -5.304346e-01  5.678795e-01  8.453924e-01 7.662686e-02  1.264911e-02 -6.855493e-04 -1.954273e-02 -9.578396e-02  1.187384e-01 -1.011477e-01 -3.621862e-02 -6.427978e-02 -9.820917e-01 -9.820917e-01 -9.883728e-01 -9.669176e-01 -9.943550e-01 -9.806318e-01 -9.829160e-01 -9.873566e-01 -9.866796e-01 -9.852573e-01 -9.880331e-01 -9.870285e-01 -9.867958e-01 -9.792020e-01 -9.813890e-01 -9.880989e-01 -9.798907e-01 -9.935638e-01 -9.784552e-01 -9.837360e-01 -9.866370e-01 -9.711839e-01 -9.937017e-01 -9.890563e-01 -9.864719e-01 -9.851595e-01 -9.896851e-01 -9.888372e-01 -9.842875e-01 -9.783750e-01 -9.935037e-01 -9.930259e-01 -9.932967e-01 -9.789202e-01 -9.789202e-01 -9.885868e-01 -9.719157e-01 -9.934843e-01 -9.776157e-01 -9.842691e-01 -9.865824e-01 -9.874775e-01 -9.861160e-01 -9.899012e-01 -9.893823e-01 -9.830523e-01 -9.800964e-01 -9.802963e-01 -9.881749e-01 -9.718062e-01 -9.935523e-01
LAYING "28" 2.759135e-01 -1.675379e-02 -1.083449e-01 -4.903345e-01  1.440733e-01  1.575700e-02 7.807706e-02  5.939923e-03  6.009719e-03 -1.736771e-02 -9.744873e-02  9.357912e-02 -1.045116e-01 -3.560100e-02 -5.345019e-02 -9.581122e-01 -9.581122e-01 -9.784553e-01 -9.371069e-01 -9.782203e-01 -9.739309e-01 -9.584364e-01 -9.611157e-01 -9.800134e-01 -9.780948e-01 -9.702516e-01 -9.468042e-01 -9.658245e-01 -9.611648e-01 -9.610356e-01 -9.734362e-01 -9.442184e-01 -9.718306e-01 -9.688883e-01 -9.453868e-01 -9.564503e-01 -9.705991e-01 -9.697590e-01 -9.791247e-01 -9.801647e-01 -9.786795e-01 -9.730717e-01 -9.551623e-01 -9.600575e-01 -9.623749e-01 -9.608029e-01 -9.803998e-01 -9.814189e-01 -9.545740e-01 -9.545740e-01 -9.733126e-01 -9.289409e-01 -9.697733e-01 -9.673249e-01 -9.420040e-01 -9.567709e-01 -9.822059e-01 -9.811175e-01 -9.745308e-01 -9.580921e-01 -9.575530e-01 -9.663120e-01 -9.575640e-01 -9.723361e-01 -9.316750e-01 -9.693198e-01
LAYING "29" 2.872952e-01 -1.719655e-02 -1.094621e-01 -3.467898e-01  8.075354e-01  5.904522e-01 7.188612e-02  1.169121e-02  2.415428e-03 -2.582810e-02 -7.618144e-02  1.274120e-01 -9.953399e-02 -3.867683e-02 -6.744697e-02 -9.864932e-01 -9.864932e-01 -9.927254e-01 -9.719236e-01 -9.973225e-01 -9.866270e-01 -9.890343e-01 -9.894739e-01 -9.921540e-01 -9.893988e-01 -9.920184e-01 -9.931226e-01 -9.936963e-01 -9.761843e-01 -9.868006e-01 -9.939983e-01 -9.840013e-01 -9.976174e-01 -9.842196e-01 -9.902409e-01 -9.872551e-01 -9.729399e-01 -9.942476e-01 -9.857782e-01 -9.920060e-01 -9.895136e-01 -9.932883e-01 -9.942766e-01 -9.927510e-01 -9.749946e-01 -9.965425e-01 -9.970816e-01 -9.953808e-01 -9.815721e-01 -9.815721e-01 -9.946469e-01 -9.770401e-01 -9.976661e-01 -9.834323e-01 -9.906804e-01 -9.863788e-01 -9.925435e-01 -9.904681e-01 -9.931078e-01 -9.946522e-01 -9.922408e-01 -9.768590e-01 -9.815998e-01 -9.943667e-01 -9.766790e-01 -9.975852e-01
LAYING "30" 2.810339e-01 -1.944941e-02 -1.036582e-01 -3.447378e-01  7.326612e-01  6.814592e-01 7.521967e-02  1.076802e-02 -3.741897e-04 -2.678122e-02 -7.614764e-02  9.384722e-02 -1.022774e-01 -3.848759e-02 -5.957368e-02 -9.698300e-01 -9.698300e-01 -9.792328e-01 -9.622849e-01 -9.850864e-01 -9.747900e-01 -9.599743e-01 -9.703220e-01 -9.768879e-01 -9.716963e-01 -9.756324e-01 -9.717891e-01 -9.681703e-01 -9.675774e-01 -9.628408e-01 -9.699493e-01 -9.620012e-01 -9.778213e-01 -9.763625e-01 -9.542018e-01 -9.670442e-01 -9.795639e-01 -9.889307e-01 -9.832745e-01 -9.774638e-01 -9.710498e-01 -9.795179e-01 -9.736628e-01 -9.660417e-01 -9.688892e-01 -9.837758e-01 -9.803571e-01 -9.807689e-01 -9.601679e-01 -9.601679e-01 -9.696423e-01 -9.512644e-01 -9.761771e-01 -9.770453e-01 -9.535584e-01 -9.671882e-01 -9.803507e-01 -9.724342e-01 -9.822816e-01 -9.744884e-01 -9.651342e-01 -9.721992e-01 -9.640518e-01 -9.680878e-01 -9.526444e-01 -9.754815e-01
SITTING " 1" 2.612376e-01 -1.308288e-03 -1.045442e-01  8.315099e-01  2.044116e-01  3.320437e-01 7.748252e-02 -6.191028e-04 -3.367792e-03 -4.535006e-02 -9.192415e-02  6.293138e-02 -9.367938e-02 -4.021181e-02 -4.670263e-02 -9.485368e-01 -9.485368e-01 -9.873642e-01 -9.308925e-01 -9.919763e-01 -9.796412e-01 -9.440846e-01 -9.591849e-01 -9.865970e-01 -9.815795e-01 -9.860531e-01 -9.761615e-01 -9.758386e-01 -9.513155e-01 -9.477829e-01 -9.852621e-01 -9.584356e-01 -9.897975e-01 -9.772290e-01 -9.226186e-01 -9.395863e-01 -9.684571e-01 -9.355171e-01 -9.490409e-01 -9.864307e-01 -9.813720e-01 -9.879108e-01 -9.772113e-01 -9.664739e-01 -9.414259e-01 -9.917316e-01 -9.895181e-01 -9.879358e-01 -9.270784e-01 -9.270784e-01 -9.841200e-01 -9.345318e-01 -9.883087e-01 -9.764123e-01 -9.172750e-01 -9.344696e-01 -9.874930e-01 -9.825139e-01 -9.883392e-01 -9.779042e-01 -9.623450e-01 -9.439178e-01 -9.284448e-01 -9.816062e-01 -9.321984e-01 -9.870496e-01
SITTING " 2" 2.770874e-01 -1.568799e-02 -1.092183e-01  9.404773e-01 -1.056300e-01  1.987268e-01 7.225644e-02  1.169545e-02  7.605469e-03 -4.547066e-02 -5.992868e-02  4.122775e-02 -9.363284e-02 -4.156020e-02 -4.358510e-02 -9.678936e-01 -9.678936e-01 -9.867747e-01 -9.460351e-01 -9.910815e-01 -9.858038e-01 -9.573435e-01 -9.701622e-01 -9.878488e-01 -9.771397e-01 -9.851291e-01 -9.826214e-01 -9.821009e-01 -9.598148e-01 -9.612737e-01 -9.838747e-01 -9.718406e-01 -9.898620e-01 -9.868223e-01 -9.507045e-01 -9.598282e-01 -9.799888e-01 -9.567503e-01 -9.544159e-01 -9.880559e-01 -9.779840e-01 -9.875182e-01 -9.857420e-01 -9.789195e-01 -9.598037e-01 -9.897090e-01 -9.908896e-01 -9.855423e-01 -9.530814e-01 -9.530814e-01 -9.844759e-01 -9.613136e-01 -9.895949e-01 -9.873621e-01 -9.500738e-01 -9.568629e-01 -9.894591e-01 -9.808042e-01 -9.885708e-01 -9.868085e-01 -9.773562e-01 -9.635227e-01 -9.555756e-01 -9.841242e-01 -9.613857e-01 -9.896329e-01
SITTING " 3" 2.571976e-01 -3.502998e-03 -9.835792e-02  9.010990e-01  1.273034e-01  1.390206e-01 7.260984e-02  2.725291e-03 -4.233484e-03 -3.853652e-02 -7.524100e-02  9.401140e-02 -1.036059e-01 -3.609099e-02 -5.900800e-02 -8.953834e-01 -8.953834e-01 -9.690808e-01 -9.193544e-01 -9.779981e-01 -9.701544e-01 -8.919078e-01 -9.179879e-01 -9.749504e-01 -9.541702e-01 -9.708457e-01 -9.575506e-01 -9.561736e-01 -9.349680e-01 -9.041857e-01 -9.658889e-01 -9.466649e-01 -9.778981e-01 -9.710101e-01 -8.566178e-01 -8.751102e-01 -9.573245e-01 -9.039230e-01 -8.977363e-01 -9.744674e-01 -9.536314e-01 -9.746616e-01 -9.654348e-01 -9.448546e-01 -9.264137e-01 -9.725469e-01 -9.786359e-01 -9.737517e-01 -8.703017e-01 -8.703017e-01 -9.665501e-01 -9.255181e-01 -9.767727e-01 -9.716059e-01 -8.496557e-01 -8.643225e-01 -9.762835e-01 -9.564618e-01 -9.771596e-01 -9.680131e-01 -9.396100e-01 -9.306332e-01 -8.746266e-01 -9.665689e-01 -9.254496e-01 -9.766898e-01
SITTING " 4" 2.715383e-01 -7.163065e-03 -1.058746e-01  8.693030e-01  2.116225e-01  1.101205e-01 7.845002e-02 -1.085822e-02 -1.215000e-02 -4.944351e-02 -8.943006e-02  1.011503e-01 -9.694948e-02 -4.184839e-02 -4.899644e-02 -9.356948e-01 -9.356948e-01 -9.701323e-01 -9.260633e-01 -9.804905e-01 -9.774625e-01 -9.057829e-01 -9.517837e-01 -9.768457e-01 -9.442984e-01 -9.751549e-01 -9.605896e-01 -9.675836e-01 -9.337769e-01 -9.290021e-01 -9.625007e-01 -9.487698e-01 -9.765478e-01 -9.803099e-01 -8.902240e-01 -9.322030e-01 -9.814053e-01 -9.327271e-01 -9.509493e-01 -9.767422e-01 -9.445961e-01 -9.790388e-01 -9.701318e-01 -9.584681e-01 -9.279722e-01 -9.698997e-01 -9.844414e-01 -9.688048e-01 -9.144078e-01 -9.144078e-01 -9.625491e-01 -9.288983e-01 -9.758067e-01 -9.819082e-01 -8.894673e-01 -9.269993e-01 -9.787769e-01 -9.492932e-01 -9.816994e-01 -9.733331e-01 -9.541204e-01 -9.328684e-01 -9.198157e-01 -9.615845e-01 -9.288506e-01 -9.762618e-01
SITTING " 5" 2.736941e-01 -9.900835e-03 -1.085403e-01  8.807314e-01  1.684455e-01  1.430069e-01 7.495774e-02 -2.787733e-03  3.386096e-03 -4.223552e-02 -8.354841e-02  8.239345e-02 -8.897477e-02 -4.547030e-02 -4.877147e-02 -9.379783e-01 -9.379783e-01 -9.693202e-01 -9.343016e-01 -9.738483e-01 -9.774508e-01 -9.214347e-01 -9.460642e-01 -9.760250e-01 -9.542375e-01 -9.695013e-01 -9.571173e-01 -9.554604e-01 -9.380034e-01 -9.362906e-01 -9.644403e-01 -9.447603e-01 -9.715984e-01 -9.809450e-01 -9.043351e-01 -9.260947e-01 -9.831375e-01 -9.399430e-01 -9.450090e-01 -9.752049e-01 -9.527863e-01 -9.734365e-01 -9.662255e-01 -9.500641e-01 -9.406379e-01 -9.660370e-01 -9.754339e-01 -9.648785e-01 -9.209390e-01 -9.209390e-01 -9.657577e-01 -9.314148e-01 -9.703926e-01 -9.825908e-01 -9.022915e-01 -9.218435e-01 -9.765305e-01 -9.544644e-01 -9.760223e-01 -9.693904e-01 -9.475715e-01 -9.473465e-01 -9.256693e-01 -9.665453e-01 -9.347469e-01 -9.706754e-01
SITTING " 6" 2.767785e-01 -1.459116e-02 -1.101277e-01  9.336929e-01  6.826287e-02  6.952197e-02 7.547216e-02  2.556498e-06  6.237278e-03 -3.724423e-02 -8.990833e-02  8.543460e-02 -9.366935e-02 -3.339867e-02 -4.655043e-02 -9.495435e-01 -9.495435e-01 -9.627335e-01 -9.327038e-01 -9.629292e-01 -9.753515e-01 -9.282644e-01 -9.357981e-01 -9.710375e-01 -9.470708e-01 -9.541998e-01 -9.396714e-01 -9.438574e-01 -9.347649e-01 -9.357504e-01 -9.483487e-01 -9.297257e-01 -9.520346e-01 -9.801649e-01 -9.236821e-01 -9.257971e-01 -9.888724e-01 -9.608760e-01 -9.554758e-01 -9.699295e-01 -9.451437e-01 -9.585730e-01 -9.573677e-01 -9.441300e-01 -9.396814e-01 -9.437148e-01 -9.617807e-01 -9.587877e-01 -9.315727e-01 -9.315727e-01 -9.481818e-01 -9.212595e-01 -9.501506e-01 -9.824513e-01 -9.256770e-01 -9.257685e-01 -9.714888e-01 -9.468800e-01 -9.616366e-01 -9.634070e-01 -9.449015e-01 -9.473268e-01 -9.395472e-01 -9.473047e-01 -9.295491e-01 -9.511967e-01
SITTING " 7" 2.846746e-01 -1.461098e-02 -1.224646e-01  9.691478e-01  6.088466e-03  6.496363e-02 6.685198e-02  1.168634e-02  1.620041e-02 -4.963797e-02 -3.361196e-02  2.594767e-02 -9.381556e-02 -3.964449e-02 -4.545663e-02 -9.184321e-01 -9.184321e-01 -9.765597e-01 -8.978705e-01 -9.816651e-01 -9.726971e-01 -9.314906e-01 -9.046753e-01 -9.820372e-01 -9.694236e-01 -9.685035e-01 -9.436318e-01 -9.566781e-01 -9.474199e-01 -9.089568e-01 -9.709542e-01 -9.330820e-01 -9.786350e-01 -9.726684e-01 -9.094547e-01 -8.565329e-01 -9.570824e-01 -9.454363e-01 -8.686025e-01 -9.821581e-01 -9.694587e-01 -9.722565e-01 -9.418710e-01 -9.441243e-01 -9.370212e-01 -9.743690e-01 -9.810247e-01 -9.809547e-01 -8.819576e-01 -8.819576e-01 -9.702433e-01 -8.980633e-01 -9.762144e-01 -9.728800e-01 -9.046292e-01 -8.440831e-01 -9.840263e-01 -9.718150e-01 -9.746992e-01 -9.427264e-01 -9.382447e-01 -9.398260e-01 -8.869156e-01 -9.684949e-01 -8.958050e-01 -9.749659e-01
SITTING " 8" 2.674915e-01 -6.725506e-03 -1.044610e-01  8.324539e-01  2.400951e-01  2.638952e-01 7.867138e-02 -6.575163e-03 -1.068089e-02 -5.473970e-02 -9.550892e-02  7.160488e-02 -9.231503e-02 -4.026738e-02 -4.457322e-02 -9.521397e-01 -9.521397e-01 -9.860615e-01 -9.326822e-01 -9.918074e-01 -9.811429e-01 -9.442197e-01 -9.594363e-01 -9.849773e-01 -9.802211e-01 -9.829953e-01 -9.822003e-01 -9.765899e-01 -9.617987e-01 -9.479818e-01 -9.809323e-01 -9.658068e-01 -9.877306e-01 -9.790262e-01 -9.273320e-01 -9.395530e-01 -9.667580e-01 -9.374623e-01 -9.354753e-01 -9.851888e-01 -9.807846e-01 -9.852858e-01 -9.845241e-01 -9.715007e-01 -9.596235e-01 -9.932646e-01 -9.888763e-01 -9.852414e-01 -9.299436e-01 -9.299436e-01 -9.806674e-01 -9.530016e-01 -9.867567e-01 -9.782567e-01 -9.238300e-01 -9.338898e-01 -9.869136e-01 -9.830388e-01 -9.861853e-01 -9.853393e-01 -9.689244e-01 -9.626323e-01 -9.317212e-01 -9.793202e-01 -9.532512e-01 -9.861473e-01
SITTING " 9" 2.483267e-01 -2.701678e-02 -7.537847e-02  9.163245e-01 -4.142582e-02  8.526310e-02 7.700501e-02  9.817397e-03 -8.674673e-03 -4.232888e-02 -4.142712e-02  8.079193e-02 -9.307081e-02 -4.666344e-02 -5.284149e-02 -8.933617e-01 -8.933617e-01 -9.643838e-01 -9.032355e-01 -9.733641e-01 -9.594136e-01 -9.116832e-01 -8.922013e-01 -9.655962e-01 -9.580074e-01 -9.575270e-01 -9.503152e-01 -9.396930e-01 -9.403123e-01 -8.977182e-01 -9.530504e-01 -9.344377e-01 -9.683156e-01 -9.572278e-01 -8.751414e-01 -8.320019e-01 -9.552804e-01 -9.464520e-01 -8.858541e-01 -9.645359e-01 -9.567775e-01 -9.618894e-01 -9.590200e-01 -9.191882e-01 -9.301768e-01 -9.645323e-01 -9.719274e-01 -9.687389e-01 -8.637564e-01 -8.637564e-01 -9.517802e-01 -9.066063e-01 -9.663611e-01 -9.569035e-01 -8.676136e-01 -8.180018e-01 -9.666604e-01 -9.585230e-01 -9.649413e-01 -9.618360e-01 -9.105834e-01 -9.341875e-01 -8.691725e-01 -9.493950e-01 -9.064712e-01 -9.659970e-01
SITTING "10" 2.706121e-01 -1.504268e-02 -1.042532e-01  7.918872e-01 -4.126077e-02  2.025346e-01 7.753725e-02  8.978755e-03 -4.995664e-03 -4.324322e-02 -6.799936e-02  7.459589e-02 -9.315550e-02 -4.112165e-02 -4.894119e-02 -9.607572e-01 -9.607572e-01 -9.880542e-01 -9.442020e-01 -9.937075e-01 -9.849431e-01 -9.404502e-01 -9.746447e-01 -9.893650e-01 -9.809629e-01 -9.860568e-01 -9.864774e-01 -9.861792e-01 -9.653955e-01 -9.552810e-01 -9.859008e-01 -9.744597e-01 -9.921915e-01 -9.829018e-01 -9.179795e-01 -9.678270e-01 -9.731284e-01 -9.356900e-01 -9.668985e-01 -9.889464e-01 -9.807568e-01 -9.882558e-01 -9.888731e-01 -9.843733e-01 -9.604460e-01 -9.923267e-01 -9.925845e-01 -9.902598e-01 -9.396696e-01 -9.396696e-01 -9.852099e-01 -9.630646e-01 -9.916962e-01 -9.822424e-01 -9.128381e-01 -9.661210e-01 -9.895509e-01 -9.820456e-01 -9.891109e-01 -9.897124e-01 -9.835796e-01 -9.624186e-01 -9.415120e-01 -9.832667e-01 -9.624600e-01 -9.914091e-01
SITTING "11" 2.765902e-01 -1.491956e-02 -1.128402e-01  8.719638e-01  2.137163e-01  1.885317e-01 7.617773e-02 -2.138386e-04  8.334008e-03 -3.999849e-02 -7.552845e-02  7.617394e-02 -9.484235e-02 -3.928130e-02 -5.053955e-02 -9.619708e-01 -9.619708e-01 -9.793556e-01 -9.518845e-01 -9.895190e-01 -9.814815e-01 -9.345032e-01 -9.728551e-01 -9.808318e-01 -9.674546e-01 -9.811249e-01 -9.851069e-01 -9.826366e-01 -9.544538e-01 -9.530660e-01 -9.753153e-01 -9.698000e-01 -9.872560e-01 -9.827966e-01 -9.214021e-01 -9.683702e-01 -9.880693e-01 -9.497926e-01 -9.716616e-01 -9.803352e-01 -9.667666e-01 -9.834416e-01 -9.881649e-01 -9.822490e-01 -9.528443e-01 -9.905015e-01 -9.885548e-01 -9.810160e-01 -9.445818e-01 -9.445818e-01 -9.745117e-01 -9.599645e-01 -9.862567e-01 -9.833898e-01 -9.200472e-01 -9.678844e-01 -9.816079e-01 -9.684215e-01 -9.843496e-01 -9.891895e-01 -9.821379e-01 -9.568028e-01 -9.485220e-01 -9.722891e-01 -9.607112e-01 -9.856072e-01
